interest,theme,hackathon_use,title,summary,published,updated,formats,resource_count,dataset_url,resource_urls
,,,Rechnungsabschluss 2015 - Kassenreste (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Differenz zwischen den gebuchten Beträgen (Rechnungs-Soll) und den tatsächlichen Geldflüssen (Rechnungs-Ist). Filter: KAREST <> 0 (Feld „Kassenrest“ ungleich 0) HH <> 0 („Haushaltskennzeichen“ ungleich 0)",2016-07-08T08:55:04.102697Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/2127a8e7-50ab-446b-8c41-175f81d8fba8,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZRECHAB_2015.csv
,,,Rechnungsabschluss 2015 - Leasingverpflichtungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der durch Leasingfinzierung angeschafften Investitionsgüter.",2016-07-07T08:45:03.352294Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/41756654-8069-4b92-a387-1f1a3ed3cbc8,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_386leasingverpflichtungen_ra15.csv
,,,Rechnungsabschluss 2015 - Leistungen für Personal und Pensionen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Gesamte Personalausgaben untergliedert nach den Posten lt. VRV und Pensionen. Filter: Nachweis = P Post (Feld PO) beginnt mit 5 oder 7 Die Teilsummen werden einerseits über die erste Stelle der Post und andererseits über die ersten drei Stellen der Post gebildet. Die Bezeichnung der jeweiligen Untergruppen (5, 500, …, 7, 760, etc.) wird aus einer eigenen Tabelle gelesen (sh. unten: ZPOSTBEZ).",2016-07-08T09:05:03.984958Z,2022-06-03T00:00:00Z,TEXT/CSV,3,http://www.data.gv.at/katalog/datasets/3ef9c322-f898-45e4-8978-469571f1f2c9,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZTABEZ_Ansatzverzeichnis_Gruppennamen.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZRECHAB_2015.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZPOSTBEZ_Postengruppenverzeichnis.csv
,,,Rechnungsabschluss 2015 - Nicht fällige Darlehensforderungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Von der Stadt Linz weitergegebene und gewährte Darlehen an Dritte.",2016-07-07T09:15:03.643118Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/458fd7a5-5299-4323-995a-73d846dfd3bf,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_377nicht_faellige_darlehensforderungen_ra15.csv
,,,Rechnungsabschluss 2015 - Nicht fällige Verwaltungsforderungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Offene Forderungen der Stadt Linz an Dritte mit Wert per 31.12. des jeweiligen Jahres.",2016-07-07T09:25:03.797548Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/e1981c37-9736-4603-b931-26ad596dc7b6,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_380nicht_faellige_verwaltungsforderungen_ra15.csv
,,,Rechnungsabschluss 2015 - Nicht fällige Verwaltungsschulden (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Offene Verbindlichkeiten der Stadt Linz gegenüber Dritten mit Wert per 31.12. des jeweiligen Jahres ohne Darlehen und Anleihen.",2016-07-07T09:40:04.329633Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/73b0d8bf-98f2-4f68-9a2d-1c66af8acded,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_381nicht_faellige_verwaltungsschulden_ra15_verw_schulden.csv
,,,Rechnungsabschluss 2015 - Offene Bestellungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der durch Bestellungen, Aufträge, etc. gebundenen Beträge zum jeweiligen Jahresende.",2016-07-07T09:50:03.703104Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/28db88aa-3d71-42a9-a738-d0be6dacc05a,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_387offene_bestellungen_ra15.csv
,,,Rechnungsabschluss 2015 - Rechnungsabschluss und Dienstpostenstellenplan Kinder- und Jugendservices (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der Einnahmen und Ausgaben der KJS und der dort beschäftigten Personen.",2016-07-07T12:00:03.961086Z,2022-06-03T00:00:00Z,TEXT/CSV,2,http://www.data.gv.at/katalog/datasets/7ec2a099-2f6d-472f-b188-f42e9dc058a6,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_394-395RA_dienstposten_stellenplan_kinder_jugend_services_linz_dpl_kjs.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_394-395RA_dienstposten_stellenplan_kinder_jugend_services_linz_ra_kjs.csv
,,,Rechnungsabschluss 2015 - Rechnungsabschluss und Dienstpostenstellenplan Museen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Zusammenfassung der Einnahmen und Ausgaben der Museen und der dort beschäftigten Personen.",2016-07-07T12:10:03.626357Z,2022-06-03T00:00:00Z,TEXT/CSV,2,http://www.data.gv.at/katalog/datasets/87f356a3-ac83-47d2-ad49-523d02cb0bc2,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_396-397RA_dienstposten_stellenplan_museen_stadt_linz_DPL_Museen.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_396-397RA_dienstposten_stellenplan_museen_stadt_linz_WR_Museen.csv
,,,Rechnungsabschluss 2015 - Rücklagen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Für bestimmte Zwecke bzw. für den Haushaltsausgleich angesammelte Geldbestände.",2016-07-07T12:20:04.017798Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/c18942a2-dd58-4da6-ac89-47adcd08c601,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_385ruecklagen_ra15.csv
,,,Rechnungsabschluss 2015 - Schuldenstand und Schuldendienst (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Aufgenommene Darlehen und Anleihen für Investitionen.",2019-07-15T12:15:25.093922Z,2022-06-03T00:00:00Z,APPLICATION/PDF,1,http://www.data.gv.at/katalog/datasets/ad7ec25b-03ec-4bbc-a2ca-1e90174248d1,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_schuldennachweis_teil1.pdf
,,,Rechnungsabschluss 2015 - Schuldenstand und Schuldendienst (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Aufgenommene Darlehen und Anleihen für Investitionen.",2016-07-07T12:45:04.222837Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/48bba9aa-ed29-4708-8a8c-6c07e13f11b0,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_371schuldenstand_schuldendienst_ra15_tl2.csv
,,,Rechnungsabschluss 2015 - Stiftungen in Verwaltung der Stadt (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Überblick über die finanzielle Gebarung der von der Stadt Linz verwalteten Stiftungen für soziale und kulturelle Zwecke.",2016-07-07T12:55:03.446269Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/eb569449-91c2-4c6b-8c59-b3e47108862d,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_372-373stiftungen_ra15.csv
,,,Rechnungsabschluss 2015 - Vergütungen (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Geldflüsse zwischen den einzelnen Dienststellen für erbrachte Leistungen. Filter: Nachweis = C, H, J, M, T, V Es gibt eine weitere Zusatztabelle für die Bezeichnung zum Teilabschnitt/Ansatz (Feld ANS) (sh. unten: ZTABEZ).",2016-07-12T06:50:03.530753Z,2022-06-03T00:00:00Z,TEXT/CSV,2,http://www.data.gv.at/katalog/datasets/11a8893a-481a-44d2-94b0-7fb954149b4a,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZRECHAB_2015.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_ZTABEZ_Ansatzverzeichnis_Gruppennamen.csv
,,,Rechnungsabschluss 2015 - Vermögensrechnung (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Gegenüberstellung der Aktiva (Anlagevermögen wie Grundstücke, Gebäude etc. und Umlaufvermögen wie Kontoguthaben, Forderungen etc.) und der Passiva (Schulden, Verbindlichkeiten etc.).",2016-07-05T12:30:03.785515Z,2022-06-03T00:00:00Z,TEXT/CSV,2,http://www.data.gv.at/katalog/datasets/7428705b-edfd-4cde-8dbe-0355bb21f4c8,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_382-383vermoegensrechnung_ra15_Verm_Aktiva.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_382-383vermoegensrechnung_ra15_Verm_Passiva.csv
,,,Rechnungsabschluss 2015 - Überleitungstabelle gemäss Stabilitätspakt (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Gemeinden müssen lt. Öst. Stabilitätspakt 2012 bei der Darstellung des Haushaltsergebnisses den Zusammenhang zwischen Haushaltsergebnis und dem nach ESVG jeweils zu verantwortendem Bereich (=Unternehmen, die dem Sektor Staat zuzuordnen sind) mittels einer Überleitungstabelle dokumentieren.",2016-07-07T13:10:04.442152Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/289a5a95-3499-4fb6-b35e-806ab0d7241b,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2015/RA/RA2015_393ueberleitungstabelle_stabilitaetspakt_ra15.csv
,,,Rechnungsabschluss 2016 (Linz),"Der Rechnungssabschluss einer Gebietskörperschaft gibt über ihre Wirtschaftsführung und das Jahresergebnis Aufschluss. Der Rechnungssabschluss wird nach den geltenden Bestimmungen der Verordnung des Bundes-ministeriums für Finanzen erstellt, mit der Form und Gliederung der Voranschläge und Rechnungs-abschlüsse der Länder, der Gemeinden und Gemeindeverbände geregelt werden (Voranschlags- und Rechnungsabschlussverordnung - ""VRV""). Die Gemeinden sind auf Grund der Bestimmungen in den Gemeindeordnungen verpflichtet, nach Abschluss des Finanzjahres einen Rechnungsabschluss zu erstellen. Ordentliche Einnahmen sind jene Einnahmen, die sich aus der Tätigkeit der einzelnen Verwaltungszweige ergeben und nicht zu den ausserordentlichen Einnahmen zählen. Es handelt sich in der Regel um Verwaltungseinnahmen einschliesslich Gebühren, um allgemeine Deckungsmittel, zum Bei-spiel Steuereinnahmen und um Entnahmen aus Rücklagen, die nicht für einen ausserordentlichen Bedarf angesammelt worden sind. Ordentliche Ausgaben sind die durch ordentlichen Einnahmen gedeckten und daher im ordentlichen Voranschlag veranschlagte Ausgaben. Zu diesen gehören insbesondere Leistungen für Personal, die Ausgaben für Amts- und Kanzleierfordernisse, also die Verwaltungs- und Betriebsausgaben, und der Schuldendienst. Ausserordentliche Einnahmen sind insbesondere Einnahmen aus Schuldaufnahmen und Einnahmen aus der Veräusserung von Vermögen. Weitere ausserordentliche Einnahmen sind auch Entnahmen aus Rücklagen, die für einen ausserordentlichen Bedarf angesammelt worden sind. Ausserordentliche Ausgaben sind Ausgaben, die ihrer Art nach im Haushalt lediglich vereinzelt vor-kommen oder der Höhe nach den normalen Rahmen erheblich überschreiten und durch ausseror-dentliche Einnahmen bedeckt werden. Voranschlagsunwirksame Gebarung: Soweit Einnahmen und Ausgaben nicht den Haushalt sondern nur die Kassenwirtschaft betreffen, sind diese im Rahmen der voranschlagsunwirksamen Gebarung darzustellen. Nachweise der besonderen Art: In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Anmerkungen: Anmerkungen über Kreditveränderungen und Abweichungen zum Voranschlag.",2017-07-06T08:25:12.862529Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/6b9ee4cb-2ab9-496f-b425-193b922376df,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/ZRECHAB_2016.csv
,,,Rechnungsabschluss 2016 (Linz),"Der Rechnungssabschluss einer Gebietskörperschaft gibt über ihre Wirtschaftsführung und das Jahresergebnis Aufschluss. Der Rechnungssabschluss wird nach den geltenden Bestimmungen der Verordnung des Bundes-ministeriums für Finanzen erstellt, mit der Form und Gliederung der Voranschläge und Rechnungs-abschlüsse der Länder, der Gemeinden und Gemeindeverbände geregelt werden (Voranschlags- und Rechnungsabschlussverordnung - ""VRV""). Die Gemeinden sind auf Grund der Bestimmungen in den Gemeindeordnungen verpflichtet, nach Abschluss des Finanzjahres einen Rechnungsabschluss zu erstellen. Ordentliche Einnahmen sind jene Einnahmen, die sich aus der Tätigkeit der einzelnen Verwaltungszweige ergeben und nicht zu den ausserordentlichen Einnahmen zählen. Es handelt sich in der Regel um Verwaltungseinnahmen einschliesslich Gebühren, um allgemeine Deckungsmittel, zum Bei-spiel Steuereinnahmen und um Entnahmen aus Rücklagen, die nicht für einen ausserordentlichen Bedarf angesammelt worden sind. Ordentliche Ausgaben sind die durch ordentlichen Einnahmen gedeckten und daher im ordentlichen Voranschlag veranschlagte Ausgaben. Zu diesen gehören insbesondere Leistungen für Personal, die Ausgaben für Amts- und Kanzleierfordernisse, also die Verwaltungs- und Betriebsausgaben, und der Schuldendienst. Ausserordentliche Einnahmen sind insbesondere Einnahmen aus Schuldaufnahmen und Einnahmen aus der Veräusserung von Vermögen. Weitere ausserordentliche Einnahmen sind auch Entnahmen aus Rücklagen, die für einen ausserordentlichen Bedarf angesammelt worden sind. Ausserordentliche Ausgaben sind Ausgaben, die ihrer Art nach im Haushalt lediglich vereinzelt vor-kommen oder der Höhe nach den normalen Rahmen erheblich überschreiten und durch ausseror-dentliche Einnahmen bedeckt werden. Voranschlagsunwirksame Gebarung: Soweit Einnahmen und Ausgaben nicht den Haushalt sondern nur die Kassenwirtschaft betreffen, sind diese im Rahmen der voranschlagsunwirksamen Gebarung darzustellen. Nachweise der besonderen Art: In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Anmerkungen: Anmerkungen über Kreditveränderungen und Abweichungen zum Voranschlag.",2019-07-11T13:02:37.877088Z,2022-06-03T00:00:00Z,APPLICATION/PDF,13,http://www.data.gv.at/katalog/datasets/c4b0c30b-78ae-443e-8e72-1aa4c709ff54,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_uebersicht_aoH_fuer_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_durchlaufende_gebarung_fuer_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_haushaltsrechnung_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_inhaltsverzeichnis_nachweise_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_inhaltsverzeichnis_2_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_inhaltsverzeichnis_1_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_durchlaufende_gebarung_fuer_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_kassenrechnung_heft_ra_16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_anmerkungen_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_erlaeuterungen_der_abweichungen_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_vorbericht_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_gesamtuebersicht_oh_fuer_heft_ra16.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_nachweis_der_kreditveraenderungen_ra16.pdf
,,,Rechnungsabschluss 2016 - Dienstposten - und Stellenplan (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Alle bei der Stadt Linz beschäftigten Personen; Teilzeitkräfte umgerechnet auf Vollzeitäquivalente.",2019-07-11T14:06:39.191306Z,2022-06-03T00:00:00Z,APPLICATION/PDF,1,http://www.data.gv.at/katalog/datasets/b1df2ab2-51ff-4d20-8600-5fa76476da7e,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_294dienstposten_stellenplanstadtra16.pdf
,,,Rechnungsabschluss 2016 - Dienstposten - und Stellenplan (Linz),"In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Alle bei der Stadt Linz beschäftigten Personen; Teilzeitkräfte umgerechnet auf Vollzeitäquivalente.",2017-07-07T06:38:15.168811Z,2022-06-03T00:00:00Z,TEXT/CSV,1,http://www.data.gv.at/katalog/datasets/2d8188bb-d651-4710-8943-d097b91fcbd7,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/RA2016_294dienstposten_stellenplan_stadt_fuer_heft_ra16.CSV
,,,"Rechnungsabschluss 2016 - Finanzzuweisungen, Zuschüsse oder Beiträge von und an Gebietskörperschaften (Linz)","In der Voranschlags- und Rechnungsabschlussverordnung (VRV) wird geregelt, welche Nachweise der besonderen Art dem Voranschlag beizulegen und wie diese darzustellen sind. Geldflüsse ohne Leistungsbezug zwischen Bund, Land, EU, anderen Gemeinden und der Stadt Linz. Zusatzinformation: Filter: Nachweis = B, C, E, F, G, H, L, M Hier gibt es eine zusätzliche Tabelle (sh. unten: ZVARAFZ), in der neben der Sortierung auch die Überschriften der Postengruppen (Stelle 1-3 der Post) definiert sind. Es gibt eine weitere Zusatztabelle für die Bezeichnung zum Teilabschnitt/Ansatz (Feld ANS) (sh. unten: ZTABEZ).",2017-07-07T07:28:33.464302Z,2022-06-03T00:00:00Z,TEXT/CSV,4,http://www.data.gv.at/katalog/datasets/ffaef693-7245-486f-b196-e14d0bb004b6,https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/ZTABEZ_Ansatzverzeichnis_Gruppennamen.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/ZRECHAB_2016.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/ZVARAFZ_Texte_und_Ueberschriften_zu_PoGru.csv;https://data.linz.gv.at/katalog/politik_verwaltung/verwaltung/budget/2016/RA/ZPOSTBEZ_Postengruppenverzeichnis.csv
